,0,1,2,3,4,5
1556,1/15/2023,Avalanche: Murdock Peak,Salt Lake,Skier,"8""",600'
1557,1/15/2023,Avalanche: Memorials,Salt Lake,Skier,"8""",
1558,1/15/2023,Avalanche: Sunset Peak,Salt Lake,Skier,"8""",50'
1559,1/15/2023,Avalanche: Dog Lake area,Salt Lake,Snowboarder,"6""",40'
1560,1/15/2023,Avalanche: Neffs,Salt Lake,Unknown,"4""",20'
1561,1/15/2023,Avalanche: Timpanogos,Provo,Natural,,500'
1562,1/15/2023,Avalanche: Neffs,Salt Lake,Unknown,"10""",40'
1563,1/15/2023,Avalanche: Chicken Sh#! Ridge,Salt Lake,Skier,"12""",300'
1564,1/15/2023,Avalanche: west porter,Salt Lake,Natural,"8""","1,000'"
1565,1/15/2023,Avalanche: Grandeur,Salt Lake,Skier,"10""",50'
1566,1/14/2023,Avalanche: Santaquin Canyon,Provo,Natural,,50'
1567,1/13/2023,Avalanche: Grandview Peak,Salt Lake,Unknown,,
1568,1/12/2023,Avalanche: Tuscarora,Salt Lake,Natural,"15""",50'
1569,1/12/2023,Avalanche: Grandview Peak,Salt Lake,Unknown,6',500'
1570,1/12/2023,Avalanche: Wolverine Cirque,Salt Lake,Skier,"10""",15'
1571,1/12/2023,Avalanche: Kessler Peak,Salt Lake,Natural,,
1572,1/12/2023,Avalanche: South Face,Ogden,Natural,3',"1,500'"
1573,1/12/2023,Avalanche: Snake Creek,Salt Lake,Natural,"10""",
1574,1/12/2023,Avalanche: Dam Sluff Cuts,Skyline,Explosive,4',500'
1575,1/12/2023,Avalanche: Butler Trees,Salt Lake,Skier,"7""",10'
1576,1/12/2023,Avalanche: Snake Creek,Salt Lake,Natural,,
1577,1/12/2023,Avalanche: Gobblers Knob,Salt Lake,Natural,6',"3,500'"
1578,1/12/2023,Avalanche: South Monitor Bowl,Salt Lake,Natural,"6""",15'
1579,1/12/2023,Avalanche: Ben Lomond,Ogden,Natural,,800'
1580,1/11/2023,Avalanche: Claytons,Salt Lake,Natural,"20""",100'
1581,1/11/2023,Avalanche: Providence Canyon,Logan,Snowmobiler,"20""",15'
1582,1/11/2023,Avalanche: Eastern Slopes of Wellsville Range,Logan,Natural,,
1583,1/11/2023,Avalanche: East Bowl,Salt Lake,Natural,"10""",
1584,1/11/2023,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,6',500'
1585,1/11/2023,Avalanche: Rattlesnake Canyon,Logan,Natural,5',800'
1586,1/11/2023,Avalanche: Powder Park,Salt Lake,Unknown,,
1587,1/11/2023,Avalanche: Bear Trap,Salt Lake,Natural,"12""",50'
1588,1/11/2023,Avalanche: South Face,Ogden,Natural,,
1589,1/11/2023,Avalanche: Mineral Fork,Salt Lake,Natural,,
1590,1/11/2023,Avalanche: Bird Canyon,Logan,Natural,,
1591,1/11/2023,Avalanche: Dam Sluff Cuts,Skyline,Natural,4',400'
1592,1/11/2023,Avalanche: Hogum,Salt Lake,,,
1593,1/11/2023,Avalanche: Squaretop,Salt Lake,Natural,"13""",400'
1594,1/11/2023,Avalanche: Burch Creek,Ogden,Natural,3',350'
1595,1/11/2023,Avalanche: Mitton Peak,Logan,Natural,5',"2,500'"
1596,1/11/2023,Avalanche: Thurston Peak,Ogden,Natural,,
1597,1/11/2023,Avalanche: Timpooneke,Provo,Natural,,
1598,1/11/2023,Avalanche: Raymond Peak,Salt Lake,Natural,"20""",
1599,1/11/2023,Avalanche: Thurston Peak,Ogden,Natural,6',250'
1600,1/11/2023,Avalanche: Rattlesnake Canyon,Logan,Natural,5',800'
1601,1/10/2023,Avalanche: Brighton Hill,Salt Lake,Skier,"12""",300'
1602,1/10/2023,Avalanche: North Wood Camp,Logan,Natural,,
1603,1/10/2023,Avalanche: Wood Camp,Logan,Unknown,,
1604,1/10/2023,Avalanche: Broads Fork,Salt Lake,Natural,5',
1605,1/10/2023,Avalanche: West Willow,Salt Lake,Unknown,,
1606,1/10/2023,Avalanche: West Monitor,Salt Lake,Unknown,,
1607,1/10/2023,Avalanche: Sunset Peak,Salt Lake,Natural,,125'
1608,1/10/2023,Avalanche: Pfeifferhorn,Salt Lake,Natural,"5""",70'
1609,1/10/2023,Avalanche: Bridalveil Falls,Provo,Natural,,
1610,1/10/2023,Avalanche: West Porter,Salt Lake,Natural,,
1611,1/10/2023,Avalanche: Ben Lomond Headwall,Ogden,Natural,6',"5,000'"
1612,1/10/2023,Avalanche: Electric Lake Bowl,Skyline,Natural,"12""",250'
1613,1/10/2023,Avalanche: White Pine,Salt Lake,Unknown,,
1614,1/9/2023,Avalanche: Timpanogos,Provo,Natural,,250'
1615,1/9/2023,Avalanche: Ben Lomond,Ogden,Unknown,,
1616,1/9/2023,Avalanche: River Chutes,Logan,Natural,"12""",
1617,1/8/2023,Avalanche: Home Run,Salt Lake,Unknown,"2""",50'
1618,1/8/2023,Avalanche: Red Pine Gulch,Salt Lake,Skier,"12""",45'
1619,1/8/2023,Avalanche: Argenta,Salt Lake,Unknown,"18""",
1620,1/8/2023,Avalanche: Y Couloir,Salt Lake,Unknown,,
1621,1/8/2023,Avalanche: Gobblers,Salt Lake,Skier,"8""",40'
1622,1/8/2023,Avalanche: South Bowl (the Diamond),Logan,Skier,6',200'
1623,1/8/2023,Avalanche: Tuscarora,Salt Lake,Natural,,
1624,1/8/2023,Avalanche: Silver Fork Headwall,Salt Lake,Unknown,,100'
1625,1/8/2023,Avalanche: Two Trees,Salt Lake,Skier,"12""",40'
1626,1/8/2023,Avalanche: Lake Desolation,Salt Lake,Natural,,
1627,1/8/2023,Avalanche: Cardiff Fork,Salt Lake,Unknown,3',30'
1628,1/8/2023,Avalanche: Argenta,Salt Lake,Snowboarder,"5""",50'
1629,1/7/2023,Avalanche: Murdock Peak,Salt Lake,Natural,"6""",70'
1630,1/7/2023,Avalanche: Bridalveil Falls,Provo,Natural,,25'
1631,1/7/2023,Avalanche: Doubletop Mountain,Logan,Natural,,150'
1632,1/7/2023,Avalanche: Upper Weber Canyon,Uintas,Natural,3',25'
1633,1/7/2023,Avalanche: Timpanogos,Provo,Unknown,,
1634,1/6/2023,Avalanche: Reynolds Peak,Salt Lake,Natural,,
1635,1/6/2023,Avalanche: White Baldy,Salt Lake,Natural,7',500'
1636,1/6/2023,Avalanche: Bonkers,Salt Lake,Natural,,
1637,1/6/2023,Avalanche: Summit Park,Salt Lake,Skier,"8""",40'
1638,1/6/2023,Avalanche: Hanging Snowfield,Salt Lake,Natural,,
1639,1/6/2023,Avalanche: Mineral Fork,Salt Lake,Natural,"14""",60'
1640,1/6/2023,Avalanche: Superior,Salt Lake,Natural,6',35'
1641,1/6/2023,Avalanche: North Fork,Ogden,Natural,2',300'
1642,1/6/2023,Avalanche: Days Draw,Salt Lake,Skier,"10""",60'
1643,1/6/2023,Avalanche: Benson and Hedges,Salt Lake,Skier,"23""",20'
1644,1/6/2023,Avalanche: Mt. Magog,Logan,Natural,"12""",
1645,1/6/2023,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"18""",50'
1646,1/6/2023,Avalanche: Circle Awl,Salt Lake,Skier,"12""",20'
1647,1/6/2023,Avalanche: 2nd Sister,Logan,Natural,4',800'
1648,1/6/2023,Avalanche: Red Pine Gulch,Salt Lake,Unknown,,500'
1649,1/6/2023,Avalanche: Grandview Peak,Salt Lake,Unknown,"3""",
1650,1/6/2023,Avalanche: Red Pine Gulch,Salt Lake,Unknown,,500'
1651,1/5/2023,Avalanche: Chalk Creek,Uintas,Natural,6',500'
1652,1/5/2023,Avalanche: Cardiac Ridge,Salt Lake,Natural,2',250'
1653,1/5/2023,Avalanche: Upper Humpy Creek,Uintas,Natural,"12""",150'
1654,1/5/2023,Avalanche: Humpy Chutes,Uintas,Unknown,3',125'
1655,1/5/2023,Avalanche: Little Water,Salt Lake,Natural,,
1656,1/5/2023,Avalanche: Little Superior,Salt Lake,Skier,"7""",30'
1657,1/5/2023,Avalanche: Rock Canyon,Provo,Natural,3.5',200'
1658,1/5/2023,Avalanche: Stairs Gulch,Salt Lake,,,
1659,1/4/2023,Avalanche: Ben Lomond,Ogden,Natural,6',100'
1660,1/4/2023,Avalanche: Upper Humpy Creek,Uintas,Natural,"18""",100'
1661,1/4/2023,Avalanche: Cardiac Ridge,Salt Lake,Natural,,
1662,1/4/2023,Avalanche: Lone Peak,Provo,Unknown,,
1663,1/4/2023,Avalanche: Aspen Grove,Provo,Unknown,,
1664,1/4/2023,Avalanche: Mt Tukuhnikivatz,Moab,Natural,2',300'
1665,1/4/2023,Avalanche: Provo Peak,Provo,Natural,,250'
1666,1/3/2023,Avalanche: Niotche Creek,Southwest,Snowmobiler,"18""",80'
1667,1/3/2023,Avalanche: Niotche Creek,Southwest,Natural,,60'
1668,1/3/2023,Avalanche: Mill Hollow,Uintas,Unknown,2',70'
1669,1/3/2023,Avalanche: Norieaga's Shoulder,Moab,Natural,2',150'
1670,1/3/2023,Avalanche: Wolverine,Salt Lake,Natural,,
1671,1/2/2023,Avalanche: Mt Tukuhnikivatz,Moab,Natural,5',500'
1672,1/2/2023,Avalanche: Days Fork,Salt Lake,Natural,,
1673,1/2/2023,Avalanche: Corkscrew Glades,Moab,Natural,3.5',"1,500'"
1674,1/2/2023,Avalanche: Ant Knolls,Provo,Natural,,
1675,1/2/2023,Avalanche: American Fork,Provo,Natural,,
1676,1/2/2023,Avalanche: Whiskey Hill,Ogden,Unknown,,
1677,1/2/2023,Avalanche: Cardiff Pass,Salt Lake,Explosive,2',300'
1678,1/2/2023,Avalanche: Mineral Fork,Salt Lake,Natural,,
1679,1/2/2023,Avalanche: Duke Bowl,Uintas,Natural,"12""",50'
1680,1/2/2023,Avalanche: Currant Creek,Uintas,Natural,3',200'
1681,1/2/2023,Avalanche: Duke Bowl,Uintas,Natural,"12""",25'
1682,1/2/2023,Avalanche: Hoyt's Peak,Uintas,Natural,5',"1,500'"
1683,1/2/2023,Avalanche: Reed and Benson Ridge,Salt Lake,Natural,4',
1684,1/2/2023,Avalanche: Duke Bowl,Uintas,,"12""",25'
1685,1/2/2023,Avalanche: Talking Mt. Cirque,Moab,Natural,5',"1,000'"
1686,1/2/2023,Avalanche: Dory Canyon,Moab,Natural,5',350'
1687,1/2/2023,Avalanche: Talking Mt. Cirque,Moab,Natural,6',"1,500'"
1688,1/2/2023,Avalanche: Mt Tukuhnikivatz,Moab,Natural,6',"1,000'"
1689,1/2/2023,Avalanche: Ephraim Canyon,Skyline,Snowmobiler,6',600'
1690,1/2/2023,Avalanche: Soapstone,Uintas,Snowmobiler,2',400'
1691,1/2/2023,Avalanche: Mary Ellen,Salt Lake,Natural,,300'
1692,1/1/2023,Avalanche: Butler Basin,Salt Lake,Natural,,"1,000'"
1693,1/1/2023,Avalanche: South Fork,Skyline,Natural,3.5',350'
1694,1/1/2023,Avalanche: Yamaha Hill,Uintas,,3',300'
1695,1/1/2023,Avalanche: Reynolds Pk,Salt Lake,,5',
1696,1/1/2023,Avalanche: Oscar Mayer,Logan,Natural,,250'
1697,1/1/2023,Avalanche: Red Pine Ridge,Logan,Unknown,6',450'
1698,1/1/2023,Avalanche: Humpy Chutes,Uintas,Unknown,3',250'
1699,1/1/2023,Avalanche: Main Days,Salt Lake,Natural,3',300'
1700,1/1/2023,Avalanche: Yamaha Hill,Uintas,,3',300'
1701,1/1/2023,Avalanche: Reynolds Pk,Salt Lake,,5',
1702,1/1/2023,Avalanche: Oscar Mayer,Logan,Natural,,250'
1703,1/1/2023,Avalanche: Red Pine Ridge,Logan,Unknown,6',450'
1704,1/1/2023,Avalanche: Humpy Chutes,Uintas,Unknown,3',250'
1705,1/1/2023,Avalanche: Main Days,Salt Lake,Natural,3',300'
1706,1/1/2023,Avalanche: Lake Mary,Salt Lake,Natural,3',100'
1707,1/1/2023,Avalanche: Daniels,Uintas,Natural,"7""",10'
1708,1/1/2023,Avalanche: Cardiff Fork,Salt Lake,Natural,3',
1709,1/1/2023,Avalanche: West Porter,Salt Lake,Snowboarder,"12""",200'
1710,1/1/2023,Avalanche: Montreal Hill,Salt Lake,Unknown,2',
1711,1/1/2023,Avalanche: Provo Canyon,Provo,Explosive,,
1712,12/31/2022,Avalanche: Cutler Basin,Ogden,Skier,3',"1,000'"
1713,12/31/2022,Avalanche: Gibson Canyon,Logan,Natural,3',"1,000'"
1714,12/31/2022,Avalanche: Old Logway Canyon,Logan,Natural,3',600'
1715,12/31/2022,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,3',
1716,12/31/2022,Avalanche: Elk Point,Provo,Natural,,
1717,12/31/2022,Avalanche: Rodeo Ridge,Ogden,Natural,4',150'
1718,12/31/2022,Avalanche: Timpanogos,Provo,Natural,,
1719,12/31/2022,Avalanche: Freds Birthday Run,Salt Lake,Natural,4',250'
1720,12/31/2022,Avalanche: Sheep Shit Ridge,Salt Lake,Natural,"12""",250'
1721,12/31/2022,Avalanche: Reynolds Peak,Salt Lake,Natural,4',300'
1722,12/31/2022,Avalanche: Willows,Salt Lake,Unknown,2',30'
1723,12/31/2022,Avalanche: North Fork Provo R.,Provo,Natural,,
1724,12/30/2022,Avalanche: Silver Fork Headwall,Salt Lake,Natural,3',100'
1725,12/29/2022,Avalanche: Mt Baldy,Skyline,Snowmobiler,,
1726,12/29/2022,Avalanche: Jolleys Hole,Skyline,Snowmobiler,,
1727,12/29/2022,Avalanche: Dutch Draw,Salt Lake,Skier,"18""",350'
1728,12/29/2022,Avalanche: Summit Park,Salt Lake,Unknown,2',50'
1729,12/28/2022,Avalanche: Butler Fork,Salt Lake,Unknown,3.5',70'
1730,12/28/2022,Avalanche: West Desolation Ridge,Salt Lake,Natural,"20""",300'
1731,12/28/2022,Avalanche: Canyons Periphery,Salt Lake,Snowboarder,3',100'
1732,12/28/2022,Avalanche: Primrose Cirque,Provo,Natural,"18""",125'
1733,12/28/2022,Avalanche: Rodeo Ridge,Ogden,Skier,2',250'
1734,12/28/2022,Avalanche: Park City Ridgeline,Salt Lake,Skier,"20""",50'
1735,12/28/2022,Avalanche: Cardiac Ridge,Salt Lake,Natural,2',300'
1736,12/28/2022,Avalanche: Mineral Fork,Salt Lake,Natural,"15""",150'
1737,12/28/2022,Avalanche: White Pine Knob,Logan,Natural,3',150'
1738,12/27/2022,Avalanche: Middle Cirque,Moab,Natural,4',250'
1739,12/27/2022,Avalanche: Middle Cirque,Moab,Unknown,,125'
1740,12/27/2022,Avalanche: Middle Cirque,Moab,Natural,4',200'
1741,12/27/2022,Avalanche: Middle Cirque,Moab,Natural,4',500'
1742,12/27/2022,Avalanche: Red Snow Cirque,Moab,Natural,4',175'
1743,12/27/2022,Avalanche: Red Banks,Logan,Natural,"8""",25'
1744,12/27/2022,Avalanche: Red Snow Cirque,Moab,Natural,4',200'
1745,12/27/2022,Avalanche: Logan River below Temple Fork,Logan,Natural,"18""",40'
1746,12/27/2022,Avalanche: Tukno NE Face,Moab,Natural,4',250'
1747,12/27/2022,Avalanche: Tukno NE Face,Moab,Natural,4',400'
1748,12/27/2022,Avalanche: Gravel Pit Lanes,Moab,Natural,4',400'
1749,12/27/2022,Avalanche: Mount Mellenthin,Moab,Natural,4',125'
1750,12/27/2022,Avalanche: Exxons Folley,Moab,Natural,4',200'
1751,12/27/2022,Avalanche: Middle Cirque,Moab,Natural,4',350'
1752,12/27/2022,Avalanche: Middle Cirque,Moab,Natural,4',250'
1753,12/26/2022,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,"14""",30'
1754,12/25/2022,Avalanche: Big Cottonwood Canyon,Salt Lake,Natural,"8""",
1755,12/24/2022,Avalanche: Upper Weber Canyon,Uintas,Explosive,4',300'
1756,12/23/2022,Avalanche: Island in the Sky,Logan,Unknown,,300'
1757,12/22/2022,Avalanche: Big Daddy,Salt Lake,Natural,,
1758,12/22/2022,Avalanche: Emma Ridges,Salt Lake,Skier,2',25'
1759,12/22/2022,Avalanche: Grizzly Gulch,Salt Lake,Natural,"12""",30'
1760,12/22/2022,Avalanche: Michigan City,Salt Lake,Natural,"12""",20'
1761,12/22/2022,Avalanche: Double Hill,Uintas,Unknown,5',200'
1762,12/22/2022,Avalanche: Hells Kitchen,Logan,Natural,"18""",300'
1763,12/22/2022,Avalanche: Mount Mellenthin,Moab,Natural,3.5',70'
1764,12/22/2022,Avalanche: BBQ Bowl,Skyline,Natural,2.5',200'
1765,12/21/2022,Avalanche: Mahogany Ridge,Logan,Natural,2',500'
1766,12/21/2022,Avalanche: Bird Canyon,Logan,Natural,2.5',300'
1767,12/21/2022,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,4',300'
1768,12/21/2022,Avalanche: Bellicosity Bowl,Logan,Natural,3',400'
1769,12/21/2022,Avalanche: Upper Weber Canyon,Uintas,Natural,2.5',300'
1770,12/21/2022,Avalanche: Cherry Creek Canyon,Logan,Skier,"15""",60'
1771,12/21/2022,Avalanche: Logan Canyon,Logan,Natural,"12""",
1772,12/21/2022,Avalanche: Raspberry Patch,Logan,Natural,"16""",60'
1773,12/21/2022,Avalanche: Summit Park,Salt Lake,Unknown,"10""",50'
1774,12/21/2022,Avalanche: 10420,Salt Lake,Skier,"16""",25'
1775,12/19/2022,Avalanche: Provo,Provo,Skier,"6""",5'
1776,12/18/2022,Avalanche: Little Pine,Salt Lake,Natural,,80'
1777,12/18/2022,Avalanche: Roundy Basin,Uintas,Snowmobiler,2.5',100'
1778,12/18/2022,Avalanche: Superior,Salt Lake,Natural,,
1779,12/18/2022,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,10'
1780,12/18/2022,Avalanche: Rodeo Ridge,Ogden,Skier,,
1781,12/18/2022,Avalanche: Ogden Mountains,Ogden,Unknown,,
1782,12/17/2022,Avalanche: Big Horn Peak,Salt Lake,Unknown,,
1783,12/17/2022,Avalanche: South Face,Salt Lake,Skier,"8""",150'
1784,12/17/2022,Avalanche: Tower Mountain,Uintas,Unknown,5',125'
1785,12/17/2022,Avalanche: Little West Fork,Uintas,Unknown,4',150'
1786,12/17/2022,Avalanche: White Mountain,Skyline,Snowmobiler,2',700'
1787,12/16/2022,Avalanche: Philadelphia Flats,Skyline,Snowmobiler,2.5',125'
1788,12/16/2022,Avalanche: Rock Canyon,Provo,Natural,"12""",30'
1789,12/16/2022,Avalanche: Grandview Peak,Salt Lake,Snowmobiler,2',200'
1790,12/16/2022,Avalanche: Humpy Bowl,Uintas,Snowmobiler,4',125'
1791,12/16/2022,Avalanche: Red Top,Salt Lake,Unknown,,50'
1792,12/16/2022,Avalanche: Shingle Mill,Uintas,Snowmobiler,3',200'
1793,12/16/2022,Avalanche: Bartholomew Canyon,Provo,Skier,"6""",30'
1794,12/15/2022,Avalanche: Cutler Ridge,Ogden,Skier,3',50'
1795,12/15/2022,Avalanche: Sidewinder,Skyline,Natural,2',150'
1796,12/15/2022,Avalanche: Ben Lomond,Ogden,Skier,3',60'
1797,12/15/2022,Avalanche: Seeley Canyon,Skyline,Natural,2.5',350'
1798,12/15/2022,Avalanche: Gibson Canyon,Logan,Natural,3',900'
1799,12/15/2022,Avalanche: Big Baldy Shoulder,Logan,Natural,4',300'
1800,12/15/2022,Avalanche: Ben Lomond,Ogden,Skier,3',60'
1801,12/15/2022,Avalanche: Cutler Ridge,Ogden,Skier,3',50'
1802,12/15/2022,Avalanche: Seeley Canyon,Skyline,Natural,2.5',350'
1803,12/15/2022,Avalanche: Big Baldy Shoulder,Logan,Natural,4',300'
1804,12/15/2022,Avalanche: Gibson Canyon,Logan,Natural,3',900'
1805,12/15/2022,Avalanche: Salt Lake,Salt Lake,Natural,"4""",25'
1806,12/15/2022,Avalanche: Old Logway Canyon,Logan,Natural,,
1807,12/15/2022,Avalanche: Bear Trap,Salt Lake,Unknown,2',30'
1808,12/14/2022,Avalanche: Ant Knolls,Provo,Natural,,150'
1809,12/14/2022,Accident: Thomas Fork,Salt Lake,Skier,2',200'
1810,12/13/2022,Accident: Pink Pine,Salt Lake,Skier,3',60'
1811,12/13/2022,Avalanche: Double Hill,Uintas,Snowmobiler,,
1812,12/13/2022,Avalanche: Monte Cristo,Ogden,,"4""",90'
1813,12/13/2022,Avalanche: Monte Cristo,Ogden,Snowmobiler,"20""",60'
1814,12/13/2022,Avalanche: Noriega Face,Moab,Natural,2',150'
1815,12/13/2022,Avalanche: Ant Knolls,Provo,Natural,,
1816,12/13/2022,Avalanche: Cascade Ridge line,Provo,Natural,3',700'
1817,12/13/2022,Avalanche: Moffit Environs,Uintas,Unknown,3',150'
1818,12/13/2022,Avalanche: Red Snow Cirque,Moab,Natural,3',60'
1819,12/13/2022,Avalanche: Tukno NE Face,Moab,Natural,2.5',150'
1820,12/13/2022,Avalanche: Gold Basin,Moab,Natural,2.5',70'
1821,12/13/2022,Avalanche: Lambs Canyon,Salt Lake,Skier,"16""",50'
1822,12/13/2022,Avalanche: Beaver Mountain Backcountry,Logan,Snowboarder,2',60'
1823,12/13/2022,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,2',250'
1824,12/12/2022,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,6',150'
1825,12/12/2022,Avalanche: Grandfather Cornice,Logan,Unknown,,
1826,12/12/2022,Avalanche: Daly Canyon,Salt Lake,Skier,"18""",25'
1827,12/12/2022,Avalanche: Summit Park,Salt Lake,Unknown,2',50'
1828,12/12/2022,Avalanche: Mill D North,Salt Lake,Unknown,2',80'
1829,12/12/2022,Avalanche: West Desolation Ridge,Salt Lake,Skier,4',200'
1830,12/12/2022,Avalanche: Southwest,Southwest,Skier,"16""",35'
1831,12/12/2022,Avalanche: Cutler Ridge,Ogden,Skier,"18""",80'
1832,12/12/2022,Avalanche: Bear Trap,Salt Lake,Skier,2',25'
1833,12/12/2022,Avalanche: UFO Bowls,Provo,Natural,,30'
1834,12/12/2022,Avalanche: West Desolation Ridge,Salt Lake,Skier,2',150'
1835,12/12/2022,Avalanche: Ant Knolls,Provo,Natural,"8""",50'
1836,12/12/2022,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,4',125'
1837,12/11/2022,Avalanche: Sunrise Hill,Logan,Snow Bike,2',80'
1838,12/10/2022,Avalanche: Grizzly Gulch,Salt Lake,Skier,"8""",10'
1839,12/10/2022,Avalanche: Mineral Fork,Salt Lake,Natural,"3""",35'
1840,12/10/2022,Avalanche: Lanes Leap,Salt Lake,Skier,"12""",50'
1841,12/10/2022,Avalanche: Providence Canyon,Logan,Skier,2.5',100'
1842,12/10/2022,Avalanche: West Monitor,Salt Lake,Unknown,"12""",150'
1843,12/10/2022,Avalanche: Mill D North,Salt Lake,Skier,"15""",150'
1844,12/10/2022,Avalanche: White Pine,Salt Lake,Snowboarder,"3""",20'
1845,12/9/2022,Accident: Loafer Canyon,Provo,Skier,"12""",600'
1846,12/9/2022,Avalanche: Benson and Hedges,Salt Lake,Skier,"14""",25'
1847,12/9/2022,Avalanche: Davenport Hill,Salt Lake,Skier,"4""",5'
1848,12/9/2022,Avalanche: Mt Olympus,Salt Lake,Unknown,,
1849,12/9/2022,Avalanche: Pioneer Ridge,Salt Lake,Snowboarder,3',30'
1850,12/9/2022,Avalanche: Dry Fork,Provo,Natural,"18""",80'
1851,12/9/2022,Avalanche: Dry Fork,Provo,Natural,"18""",100'
1852,12/9/2022,Avalanche: Mill D North,Salt Lake,Skier,"6""",
1853,12/7/2022,Avalanche: Red Snow Cirque,Moab,Natural,4',500'
1854,12/7/2022,Avalanche: North Fork,Skyline,Natural,"18""",400'
1855,12/7/2022,Avalanche: Philadelphia Flats,Skyline,Natural,"18""",125'
1856,12/7/2022,Avalanche: Snake Creek,Provo,Snowboarder,"18""",125'
1857,12/7/2022,Avalanche: Brighton Hill,Salt Lake,Unknown,,
1858,12/6/2022,Avalanche: Brighton Perimeter,Salt Lake,Snowboarder,"20""",60'
1859,12/6/2022,Avalanche: Toledo Chutes,Salt Lake,Skier,,50'
1860,12/6/2022,Avalanche: Little Water,Salt Lake,Natural,"6""",10'
1861,12/6/2022,Avalanche: Dutch Draw,Salt Lake,Unknown,"12""",175'
1862,12/6/2022,Avalanche: Snake Creek,Salt Lake,Natural,"14""",100'
1863,12/6/2022,Avalanche: Red Rock Chutes,Salt Lake,,"18""",50'
1864,12/6/2022,Avalanche: Rocky Point,Salt Lake,Skier,"18""",40'
1865,12/6/2022,Avalanche: Daly Canyon,Salt Lake,Unknown,"12""",350'
1866,12/5/2022,Avalanche: Dog Lake area,Salt Lake,Skier,"10""",90'
1867,12/5/2022,Avalanche: No Name Bowl,Salt Lake,Skier,2.5',50'
1868,12/5/2022,Avalanche: No No Name,Salt Lake,Skier,3',300'
1869,12/5/2022,Avalanche: Provo,Provo,Natural,2',400'
1870,12/4/2022,Avalanche: Roundy Basin,Uintas,,2',70'
1871,12/4/2022,Avalanche: Y Coulior,Salt Lake,Natural,,
1872,12/4/2022,Avalanche: Sound of Music,Salt Lake,Natural,,
1873,12/4/2022,Avalanche: Cutler Ridge,Ogden,Skier,3',100'
1874,12/4/2022,Avalanche: Black Canyon,Skyline,Snowmobiler,"20""",80'
1875,12/3/2022,Avalanche: Ant Knolls,Provo,Snow Bike,"18""",50'
1876,12/3/2022,Avalanche: West Monitor,Salt Lake,Skier,"15""",200'
1877,12/3/2022,Avalanche: West Monitor,Salt Lake,Natural,,70'
1878,12/3/2022,Avalanche: Soldier Fork,Salt Lake,Skier,3',250'
1879,12/3/2022,Avalanche: Mount Naomi Wilderness,Logan,Natural,,500'
1880,12/3/2022,Avalanche: Egan Basin,Logan,Unknown,,
1881,12/3/2022,Avalanche: Mezzanine,Logan,Skier,"14""",30'
1882,12/3/2022,Avalanche: Mill Hollow/Duchesne Ridge,Uintas,Natural,2.5',150'
1883,12/3/2022,Avalanche: Lake Martha,Salt Lake,Skier,,100'
1884,12/3/2022,Avalanche: Skyline,Skyline,Skier,"10""",40'
1885,12/3/2022,Avalanche: Logan Dry Canyon,Logan,Natural,,
1886,12/3/2022,Avalanche: Grandfather Cornice,Logan,Natural,3',250'
1887,12/3/2022,Avalanche: Park City Ridgeline,Salt Lake,Unknown,4',300'
1888,12/3/2022,Avalanche: Duchesne Ridge,Uintas,Natural,2',150'
1889,12/2/2022,Avalanche: Silver Fork,Salt Lake,Skier,"14""",30'
1890,12/2/2022,Avalanche: North Face of Providence Peak,Logan,Natural,2',700'
1891,12/2/2022,Avalanche: Maybird Gulch,Salt Lake,Natural,,
1892,12/2/2022,Avalanche: Summit Park,Salt Lake,Hiker,"6""",30'
1893,12/2/2022,Avalanche: Beaver Creek Canyon,Logan,Skier,,
1894,12/2/2022,Avalanche: Three Terraces,Logan,Natural,,
1895,12/2/2022,Avalanche: Bear Trap,Salt Lake,Skier,2',50'
1896,12/2/2022,Avalanche: Fairgrounds,Logan,Snowmobiler,2.5',600'
1897,12/2/2022,Avalanche: Red Pine Ridge,Logan,Natural,,
1898,12/2/2022,Avalanche: West Willow,Salt Lake,Natural,"18""",50'
1899,12/2/2022,Avalanche: Ant Knolls,Salt Lake,Natural,"10""",125'
1900,12/2/2022,Avalanche: Fairgrounds,Logan,Snowmobiler,2.5',600'
1901,12/2/2022,Avalanche: Claytons,Salt Lake,Snowboarder,2',200'
1902,12/2/2022,Avalanche: Ant Knolls,Salt Lake,Natural,"10""",125'
1903,12/2/2022,Avalanche: La Sal Mountains,Moab,Natural,"18""",125'
1904,12/2/2022,Avalanche: West Willow,Salt Lake,Skier,3',250'
1905,12/2/2022,Avalanche: Tuscarora,Salt Lake,Skier,3',30'
1906,12/2/2022,Avalanche: 10420,Salt Lake,Skier,"15""",150'
1907,12/2/2022,Avalanche: Lanes Leap,Salt Lake,Skier,"15""",150'
1908,12/2/2022,Avalanche: Morning Glory,Logan,Natural,,
1909,12/2/2022,Avalanche: Snake Creek,Provo,,"8""",150'
