,0,1,2,3,4,5
5847,12/23/2014,Avalanche: Currant Creek Peak,Uintas,Snowmobiler,6',200'
5848,12/22/2014,Avalanche: South Monitor Bowl,Salt Lake,Natural,"18""",250'
5849,12/22/2014,Avalanche: No Name Bowl,Salt Lake,Natural,"16""",125'
5850,12/22/2014,Avalanche: No Name Bowl,Salt Lake,Natural,"16""",125'
5851,12/22/2014,Avalanche: South Monitor Bowl,Salt Lake,Natural,"14""",200'
5852,12/22/2014,Avalanche: Pointy Peak,Salt Lake,Unknown,"20""",200'
5853,12/22/2014,Avalanche: Dry Creek,Provo,Natural,2',"1,000'"
5854,12/22/2014,Avalanche: Soapstone,Uintas,Natural,"10""",150'
5855,12/22/2014,Avalanche: Weber Canyon,Uintas,Natural,,
5856,12/22/2014,Avalanche: East Bowl,Salt Lake,Skier,2',40'
5857,12/22/2014,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,,
5858,12/22/2014,Avalanche: West Willow,Salt Lake,Skier,"12""","1,500'"
5859,12/22/2014,Avalanche: Murdock Peak,Salt Lake,Skier,"22""",
5860,12/22/2014,Avalanche: Ogden,Ogden,Natural,3',250'
5861,12/22/2014,Avalanche: Guardsman Pass area,Salt Lake,Snowmobiler,,
5862,12/21/2014,Avalanche: Twin Lakes Pass,Salt Lake,Snowboarder,"10""",80'
5863,12/21/2014,Avalanche: Reed and Benson Ridge,Salt Lake,Natural,,
5864,12/21/2014,Avalanche: White Pine,Salt Lake,Skier,"12""",50'
5865,12/21/2014,Avalanche: Dutch Draw,Salt Lake,Natural,2',200'
5866,12/21/2014,Avalanche: Bear Trap,Salt Lake,Natural,"12""",60'
5867,12/21/2014,Avalanche: Twin Lakes Pass,Salt Lake,Natural,"12""",80'
5868,12/21/2014,Avalanche: Twin Lakes Pass,Salt Lake,Natural,"7""",50'
5869,12/21/2014,Avalanche: Skyline,Skyline,Natural,3',500'
5870,12/21/2014,Avalanche: Electric Lake,Skyline,Natural,2',400'
5871,12/19/2014,Avalanche: No Name Bowl,Salt Lake,Skier,"10""",20'
5872,12/16/2014,Avalanche: Uintas,Uintas,Natural,,
5873,12/15/2014,Avalanche: Little Superior,Salt Lake,Skier,"6""",20'
5874,12/12/2014,Avalanche: Steep Hollow,Logan,Skier,"6""",45'
5875,12/11/2014,Avalanche: Mongo no,Salt Lake,Skier,"14""",50'
5876,11/29/2014,Avalanche: Birthday Chutes,Salt Lake,Snowboarder,2.5',50'
5877,11/27/2014,Avalanche: Pioneer Ridge,Salt Lake,Skier,2',50'
5878,11/26/2014,Avalanche: Grizzly Gulch,Salt Lake,Skier,6',150'
5879,11/26/2014,Avalanche: Cardiac Ridge,Salt Lake,Natural,3',60'
5880,11/26/2014,Avalanche: Sunset Peak,Salt Lake,Skier,2.5',900'
5881,11/26/2014,Avalanche: Rocky Point,Salt Lake,Skier,,
5882,11/26/2014,Avalanche: Catherine's Pass,Salt Lake,Skier,2',
5883,11/26/2014,Avalanche: Hide A Way Park,Salt Lake,Unknown,,
5884,11/24/2014,Avalanche: Scotts Bowl,Salt Lake,Skier,2.5',200'
5885,11/23/2014,Avalanche: Park City Ridgeline,Salt Lake,Skier,3',70'
5886,11/23/2014,Avalanche: 10420,Salt Lake,Snowboarder,"18""",200'
5887,11/23/2014,Avalanche: Scotts Bowl,Salt Lake,Skier,3',500'
5888,11/23/2014,Avalanche: Twin Lakes area,Salt Lake,Skier,2.5',
5889,11/23/2014,Avalanche: Cardiff Peak,Salt Lake,Skier,"18""",
5890,11/23/2014,Avalanche: Days Fork,Salt Lake,,"20""",500'
5891,11/23/2014,Avalanche: West Monitor,Salt Lake,Skier,"18""",700'
5892,11/23/2014,Avalanche: Skyline Summit,Skyline,Natural,2',45'
5893,11/23/2014,Avalanche: No Name Bowl,Salt Lake,Skier,"18""",800'
5894,11/23/2014,Avalanche: South Monitor Bowl,Salt Lake,Skier,"18""",200'
5895,11/23/2014,Avalanche: Scotts Peak,Salt Lake,Skier,,200'
5896,11/23/2014,Avalanche: Patsy Marly,Salt Lake,Skier,"2""",150'
5897,11/18/2014,Avalanche: Cardiac Ridge,Salt Lake,Natural,"18""",100'
5898,11/15/2014,Avalanche: Catherine's Pass,Salt Lake,Skier,"18""",50'
5899,11/15/2014,Avalanche: Gunsight,Salt Lake,Skier,,
5900,11/15/2014,Avalanche: Corner Chute,Salt Lake,Skier,"12""",350'
5901,11/15/2014,Avalanche: Pioneer Bowl,Salt Lake,Natural,"10""",800'
5902,11/15/2014,Avalanche: Devils Castle,Salt Lake,Natural,"14""",250'
5903,11/15/2014,Avalanche: Sugarloaf,Salt Lake,Natural,"16""",400'
5904,11/15/2014,Avalanche: Mt Baldy,Salt Lake,Natural,,
5905,11/15/2014,Avalanche: Murdock Bowl,Uintas,Skier,"18""",25'
5906,11/15/2014,Avalanche: Davenport Hill,Salt Lake,Skier,"18""",200'
5907,11/15/2014,Avalanche: Rocky Point,Salt Lake,Natural,"18""",50'
5908,11/15/2014,Avalanche: Catherine's Pass,Salt Lake,Natural,"12""",20'
5909,11/15/2014,Avalanche: Catherine's Pass,Salt Lake,Skier,"18""",50'
5910,5/27/2014,Avalanche: Big Cottonwood Canyon,Salt Lake,,4',300'
5911,5/19/2014,Avalanche: Big Willow,Salt Lake,Natural,6',300'
5912,5/18/2014,Avalanche: Park City Ridgeline,Salt Lake,Natural,4',300'
5913,5/2/2014,Avalanche: Deseret Peak,Salt Lake,Natural,,
5914,4/29/2014,Avalanche: Red Pine Gulch,Salt Lake,Skier,"8""",175'
5915,4/29/2014,Avalanche: Wolverine Cirque,Salt Lake,Skier,"12""",40'
5916,4/28/2014,Avalanche: Patsy Marly,Salt Lake,,"15""",50'
5917,4/28/2014,Avalanche: Park City Ski Resort,Salt Lake,Skier,"6""",50'
5918,4/28/2014,Avalanche: West Bowl,Salt Lake,Unknown,"18""",50'
5919,4/28/2014,Avalanche: Patsy Marly,Salt Lake,Skier,"18""",250'
5920,4/28/2014,Avalanche: Brighton,Salt Lake,Skier,"15""",60'
5921,4/28/2014,Avalanche: Scotties Bowl,Salt Lake,Skier,"15""",150'
5922,4/28/2014,Avalanche: Cardiff Bowl,Salt Lake,Skier,"14""",40'
5923,4/28/2014,Avalanche: Days Fork,Salt Lake,Skier,"14""",400'
5924,4/27/2014,Avalanche: Little Superior,Salt Lake,Skier,"8""",100'
5925,4/27/2014,Accident: Hogum,Salt Lake,Skier,,
5926,4/27/2014,Avalanche: Tuscarora,Salt Lake,Skier,,100'
5927,4/27/2014,Avalanche: Mendon Peak,Logan,Snowboarder,"8""",100'
5928,4/27/2014,Avalanche: Monitors,Salt Lake,Unknown,3',100'
5929,4/26/2014,Avalanche: Dog Leg Trees,Logan,Natural,"12""",50'
5930,4/12/2014,Avalanche: Oquirrh Mountains,Salt Lake,Natural,"18""",300'
5931,4/11/2014,Avalanche: Superior,Salt Lake,Natural,,
5932,4/11/2014,Avalanche: White Limbo,Provo,Natural,3',70'
5933,4/11/2014,Avalanche: Stairs Gulch,Salt Lake,Natural,3',50'
5934,4/11/2014,Avalanche: Davis Canyon,Provo,Natural,"12""",40'
5935,4/11/2014,Avalanche: Holy Toledo,Salt Lake,Natural,2',900'
5936,4/11/2014,Avalanche: Broads Fork,Salt Lake,Natural,,
5937,4/11/2014,Avalanche: Francis Peak,Ogden,Natural,,300'
5938,4/11/2014,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,2',150'
5939,4/10/2014,Avalanche: North Hells Canyon,Logan,Natural,,300'
5940,4/10/2014,Avalanche: Spring Hollow,Logan,Natural,"12""",500'
5941,4/10/2014,Avalanche: Room of Doom,Salt Lake,Natural,,
5942,4/10/2014,Avalanche: Slide Canyon,Provo,Natural,,
5943,4/9/2014,Avalanche: Little Cottonwood Canyon,Salt Lake,,,
5944,4/7/2014,Avalanche: Pfeifferhorn,Salt Lake,,"10""",100'
5945,4/7/2014,Avalanche: Superior,Salt Lake,,,
5946,4/7/2014,Avalanche: Cardiff Pass,Salt Lake,Skier,"8""",30'
5947,4/7/2014,Avalanche: Millville Peak,Logan,Snowboarder,"4""",50'
5948,4/7/2014,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,
5949,4/7/2014,Avalanche: Corral Mountain,Provo,Natural,,
5950,4/7/2014,Avalanche: Pfeifferhorn,Salt Lake,,"10""",100'
5951,4/6/2014,Avalanche: Lower Providence Canyon,Logan,Natural,"6""",60'
5952,4/4/2014,Avalanche: Elk Point,Provo,Skier,"6""",
5953,4/2/2014,Avalanche: Duke Bowl,Uintas,Skier,2',100'
5954,4/2/2014,Avalanche: Banana Days,Salt Lake,Skier,"18""",70'
5955,4/2/2014,Avalanche: Hells Canyon,Ogden,Snowboarder,"9""",150'
5956,4/1/2014,Avalanche: Primrose Cirque,Provo,Natural,"12""",
5957,4/1/2014,Avalanche: Cardiff Pass,Salt Lake,Skier,"12""",100'
5958,4/1/2014,Avalanche: Little Water,Salt Lake,Skier,"6""",30'
5959,4/1/2014,Avalanche: Gods Lawnmower,Salt Lake,Skier,"8""",30'
5960,4/1/2014,Avalanche: Wolverine Cirque,Salt Lake,Skier,"12""",200'
5961,4/1/2014,Avalanche: Patsy Marly,Salt Lake,Skier,"12""",80'
5962,3/31/2014,Avalanche: Reynolds Pk,Salt Lake,Skier,"12""",100'
5963,3/31/2014,Avalanche: Scotties Bowl,Salt Lake,Natural,"10""",100'
5964,3/29/2014,Avalanche: Mineral Fork,Salt Lake,Skier,"18""",40'
5965,3/29/2014,Avalanche: Mt Nebo,Provo,Skier,"8""",125'
5966,3/29/2014,Avalanche: Banana Days,Salt Lake,,"8""",10'
5967,3/29/2014,Avalanche: Mt Nebo,Provo,,,
5968,3/29/2014,Avalanche: Lake Peak,Salt Lake,Skier,"12""",60'
5969,3/29/2014,Avalanche: Coalpit,Salt Lake,Skier,,
5970,3/29/2014,Avalanche: Bonkers,Salt Lake,Natural,,50'
5971,3/28/2014,Avalanche: Logan Peak-Providence Peak Ridge,Logan,Natural,"14""",100'
5972,3/28/2014,Avalanche: Logan Peak,Logan,Natural,"14""",500'
5973,3/28/2014,Avalanche: Room of Doom,Salt Lake,Skier,"22""",50'
5974,3/28/2014,Avalanche: West Monitor,Salt Lake,Natural,,50'
5975,3/28/2014,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,"16""",100'
5976,3/28/2014,Avalanche: West Desolation Ridge,Salt Lake,Skier,"18""",45'
5977,3/27/2014,Avalanche: Wolverine Cirque,Salt Lake,Skier,"12""",50'
5978,3/27/2014,Avalanche: Pink Pine,Salt Lake,Skier,"8""",50'
5979,3/27/2014,Avalanche: Superior,Salt Lake,Skier,"16""",60'
5980,3/27/2014,Avalanche: Pioneer Ridge,Salt Lake,Skier,"10""",50'
5981,3/27/2014,Avalanche: Silver Fork,Salt Lake,Skier,"15""",100'
5982,3/27/2014,Avalanche: Green Gate Area,Logan,Skier,,250'
5983,3/27/2014,Avalanche: Squaretop,Salt Lake,Snowboarder,"10""",20'
5984,3/27/2014,Avalanche: Lake Peak,Salt Lake,Natural,"10""",175'
5985,3/27/2014,Avalanche: Dutch Draw,Salt Lake,Snowboarder,"10""",200'
5986,3/27/2014,Avalanche: White Pine,Salt Lake,Natural,"14""",200'
5987,3/15/2014,Avalanche: Lake Peak,Salt Lake,Skier,"8""",60'
5988,3/12/2014,Avalanche: Monte Cristo,Salt Lake,Skier,"4""",40'
5989,3/12/2014,Avalanche: Mineral Fork,Salt Lake,Skier,,
5990,3/12/2014,Avalanche: Two Trees,Salt Lake,Skier,"6""",20'
5991,3/12/2014,Avalanche: Bonkers,Salt Lake,Natural,,
5992,3/12/2014,Avalanche: Little Superior,Salt Lake,Skier,,200'
5993,3/12/2014,Avalanche: Miller Bowl,Logan,Snowboarder,"10""",10'
5994,3/11/2014,Avalanche: Hogum,Salt Lake,Natural,,500'
5995,3/8/2014,Avalanche: Broads Fork,Salt Lake,Natural,4',45'
5996,3/8/2014,Avalanche: Cardiac Bowl,Salt Lake,Skier,"6""",40'
5997,3/8/2014,Avalanche: Cougar Peak,Logan,Snowboarder,"6""",50'
5998,3/8/2014,Avalanche: North Fork of Cherry Creek,Logan,Natural,,
5999,3/8/2014,Avalanche: Jolleys Hole,Skyline,Snowmobiler,,
6000,3/7/2014,Accident: Gold Hill,Uintas,Snowmobiler,4',200'
6001,3/7/2014,Accident: Shot Gun Chute,Provo,Skier,3',100'
6002,3/4/2014,Avalanche: Wilson Chutes,Salt Lake,Skier,"10""",15'
6003,3/2/2014,Accident: Upper Weber Canyon,Uintas,Skier,3',200'
6004,3/1/2014,Avalanche: East Kessler,Salt Lake,Natural,,
6005,3/1/2014,Avalanche: Moab,Moab,Natural,4',800'
6006,3/1/2014,Avalanche: Red Baldy,Salt Lake,Natural,6',"1,000'"
6007,3/1/2014,Avalanche: Silver Fork,Salt Lake,Skier,"14""",80'
6008,3/1/2014,Avalanche: Dry Creek,Provo,Natural,6',600'
6009,3/1/2014,Avalanche: Moab,Moab,Natural,"18""",50'
6010,3/1/2014,Avalanche: Cardiff Fork,Salt Lake,Natural,3.5',200'
6011,3/1/2014,Avalanche: Red Pine Gulch,Salt Lake,Natural,6',"1,000'"
6012,3/1/2014,Avalanche: Mineral Fork,Salt Lake,Natural,,150'
6013,3/1/2014,Avalanche: Chalk Creek,Uintas,Natural,10',"2,500'"
6014,3/1/2014,Avalanche: Upper Weber Canyon,Uintas,Natural,3',250'
6015,3/1/2014,Avalanche: Sunset Peak,Salt Lake,Unknown,,
6016,3/1/2014,Avalanche: Franklin Basin,Logan,Skier,3',250'
6017,3/1/2014,Avalanche: Moffit Basin,Uintas,Natural,3',150'
6018,3/1/2014,Avalanche: Michigan City,Salt Lake,Skier,"16""",150'
6019,3/1/2014,Avalanche: Coldwater Canyon,Logan,Natural,4',"1,500'"
6020,3/1/2014,Avalanche: East Bowl,Salt Lake,,,
6021,2/28/2014,Avalanche: Cardiff Bowl,Salt Lake,Skier,"8""",40'
6022,2/28/2014,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"12""",100'
6023,2/28/2014,Avalanche: Catchers Mit,Salt Lake,Natural,,
6024,2/28/2014,Avalanche: Lacawaxan,Salt Lake,Snowboarder,"12""",50'
6025,2/28/2014,Avalanche: Lacawaxan,Salt Lake,Snowboarder,"14""",350'
6026,2/28/2014,Avalanche: Pink Pine,Salt Lake,Skier,"12""",80'
6027,2/28/2014,Avalanche: Big Cottonwood Canyon,Salt Lake,Snowboarder,"14""",150'
6028,2/28/2014,Avalanche: Pioneer Ridge,Salt Lake,Snowboarder,,100'
6029,2/28/2014,Avalanche: Toledo Chutes,Salt Lake,,,
6030,2/28/2014,Avalanche: Two Dogs,Salt Lake,Unknown,"12""",100'
6031,2/28/2014,Avalanche: Squaretop,Salt Lake,Skier,"10""",30'
6032,2/28/2014,Avalanche: Catchers Mit,Salt Lake,Natural,"15""",40'
6033,2/27/2014,Avalanche: Patsy Marly,Salt Lake,Skier,"4""",100'
6034,2/26/2014,Avalanche: Mineral Fork,Salt Lake,Natural,4',
6035,2/25/2014,Avalanche: Mineral Fork,Salt Lake,Natural,2.5',50'
6036,2/25/2014,Avalanche: Millcreek,Uintas,Natural,4',250'
6037,2/24/2014,"Avalanche: Mt. Magog, South Ridge",Logan,Natural,"18""",80'
6038,2/24/2014,Avalanche: Cascade Ridge,Provo,Unknown,,
6039,2/24/2014,Avalanche: Cascade Ridge,Provo,,,
6040,2/23/2014,Avalanche: Millcreek,Uintas,Snowmobiler,3',200'
6041,2/22/2014,Avalanche: Chalk Creek,Uintas,Natural,12',250'
6042,2/21/2014,Avalanche: Chalk Creek,Uintas,Skier,3',500'
6043,2/21/2014,Avalanche: Lake Desolation,Salt Lake,Unknown,4.5',175'
6044,2/21/2014,Avalanche: Manti Canyon,Skyline,Snowmobiler,3.5',500'
6045,2/19/2014,Avalanche: west porter,Salt Lake,Unknown,2',350'
6046,2/19/2014,Avalanche: Mt Nebo Loop Road,Provo,Unknown,"16""",80'
6047,2/18/2014,Avalanche: Broads Fork,Salt Lake,,5',
6048,2/18/2014,Avalanche: Upper Weber Canyon,Uintas,Natural,12',700'
6049,2/18/2014,Avalanche: Broads Fork,Salt Lake,Natural,4',"1,000'"
6050,2/17/2014,Avalanche: Upper Weber Canyon,Uintas,Unknown,4',300'
6051,2/17/2014,Avalanche: Coalville,Uintas,Natural,3',125'
6052,2/17/2014,Avalanche: North Davis County Mtns,Ogden,Natural,,"3,500'"
6053,2/16/2014,Avalanche: Dry Fork,Provo,Natural,,
6054,2/16/2014,Avalanche: Timpanogos,,,,
6055,2/16/2014,Avalanche: Wilson Fork,Salt Lake,Natural,3',250'
6056,2/16/2014,Avalanche: Payson Canyon,Provo,Natural,3',30'
6057,2/16/2014,Avalanche: Central Bear River Range,Logan,Natural,,
6058,2/16/2014,Avalanche: Trailer Court Canyon,Provo,Natural,4',200'
6059,2/16/2014,Avalanche: Whitney Basin,Uintas,Natural,6',"1,500'"
6060,2/16/2014,Avalanche: Chalk Creek,Uintas,Natural,4',500'
6061,2/16/2014,Avalanche: Gobblers,Salt Lake,Natural,3',200'
6062,2/15/2014,Avalanche: Spring Creek,Skyline,Snowmobiler,5',"1,500'"
6063,2/15/2014,Avalanche: Beaver Mountain Backside,Logan,Unknown,2.5',400'
6064,2/15/2014,Avalanche: 3 Terraces,Logan,Unknown,4',400'
6065,2/15/2014,Avalanche: Mill Hollow,Logan,Natural,3.5',
6066,2/15/2014,Avalanche: Flagstaff Ridge,Salt Lake,,"8""",100'
6067,2/15/2014,Avalanche: Mill Hollow,Logan,Natural,3',
6068,2/15/2014,Avalanche: Logan Peak Cirque,Logan,Natural,2.5',
6069,2/15/2014,Avalanche: West Card Canyon,Logan,,,
6070,2/15/2014,Avalanche: Upper Weber Canyon,Uintas,Explosive,7',700'
6071,2/15/2014,Avalanche: Camp Wilderness Bowl,SE Idaho,Unknown,,
6072,2/15/2014,Avalanche: Garden City Bowls-The Gut,Logan,Unknown,,
6073,2/15/2014,Avalanche: Dutch Draw,Salt Lake,Unknown,2',50'
6074,2/15/2014,Avalanche: Willard Peak,Ogden,Natural,,"1,500'"
6075,2/15/2014,Avalanche: First Waterfall Hollow,Logan,Unknown,,
6076,2/15/2014,Avalanche: Twin Lakes Pass,Salt Lake,Snowboarder,4',200'
6077,2/15/2014,Avalanche: First Waterfall Hollow Area,Logan,Natural,3',
6078,2/15/2014,Avalanche: Dutch Draw,Salt Lake,Natural,2',50'
6079,2/15/2014,Avalanche: Temple Fork,Logan,Natural,"17""",100'
6080,2/15/2014,Avalanche: Radar Love Bowl,Salt Lake,Skier,4',400'
6081,2/14/2014,Avalanche: Hobble Creek Left Fork,Provo,Natural,3',300'
6082,2/14/2014,Avalanche: Red Rocks Chutes,Salt Lake,,,
6083,2/14/2014,Avalanche: upper Days,Salt Lake,Natural,4',40'
6084,2/14/2014,Avalanche: Guild Line,Salt Lake,Natural,3.5',150'
6085,2/14/2014,Avalanche: Little Cottonwood Canyon,Salt Lake,,,
6086,2/14/2014,Avalanche: West Monitor,Salt Lake,Snowboarder,3',40'
6087,2/14/2014,Avalanche: Salt Lake,Salt Lake,,,
6088,2/14/2014,Avalanche: Wolverine Cirque,Salt Lake,Natural,"6""",300'
6089,2/14/2014,Avalanche: Cardiff Fork,Salt Lake,Unknown,5',
6090,2/14/2014,Avalanche: Cardiac Bowl,Salt Lake,Natural,6',"1,000'"
6091,2/14/2014,Avalanche: Loafer Mountain,Provo,Natural,2',800'
6092,2/14/2014,Avalanche: Mill B South,Salt Lake,Natural,4',
6093,2/14/2014,Avalanche: West Desolation Ridge,Salt Lake,Unknown,,
6094,2/14/2014,Avalanche: Lake Desolation,Salt Lake,Natural,5',200'
6095,2/14/2014,Avalanche: West Desolation Ridge,Salt Lake,Natural,,
6096,2/13/2014,Avalanche: Scotts Peak,Salt Lake,Natural,2',200'
6097,2/13/2014,Avalanche: Rock Canyon,Provo,Natural,,250'
6098,2/13/2014,Avalanche: Santaquin Canyon,Provo,Snowmobiler,"12""",100'
6099,2/13/2014,Avalanche: North Creek,Skyline,Natural,2',50'
6100,2/13/2014,Avalanche: Rock Canyon,Provo,Natural,,250'
6101,2/13/2014,Avalanche: Santaquin Canyon,Provo,Snowmobiler,"12""",100'
6102,2/13/2014,Avalanche: North Creek,Skyline,Natural,2',50'
6103,2/13/2014,Avalanche: Lower Logan Canyon,Logan,Natural,4.5',
6104,2/13/2014,Avalanche: Pine Canyon,Logan,Natural,,
6105,2/13/2014,Avalanche: Big Baldy Chute,Logan,,,
6106,2/13/2014,Avalanche: Provo,Provo,Natural,,200'
6107,2/12/2014,Avalanche: Lake Mary,Salt Lake,Skier,3',35'
6108,2/12/2014,Avalanche: Lost Creek Reservoir,Southwest,Snowmobiler,,
6109,2/11/2014,Avalanche: Boulger Canyon,Skyline,Snowmobiler,2',100'
6110,2/11/2014,Avalanche: Providence Quarry,Logan,Snowmobiler,"12""",80'
6111,2/11/2014,Avalanche: Mars Hill,Salt Lake,Snowmobiler,4',90'
6112,2/11/2014,Avalanche: Spring Canyon,Uintas,Natural,4',50'
6113,2/11/2014,Accident: Millville Face,Logan,Snowmobiler,3',300'
6114,2/11/2014,Avalanche: Mill Hollow,Uintas,Natural,2.5',250'
6115,2/11/2014,Avalanche: Currant Creek Peak,Uintas,Snowmobiler,4.5',"1,500'"
6116,2/11/2014,Avalanche: Mineral Fork,Salt Lake,Skier,4',300'
6117,2/11/2014,Avalanche: Upper Weber Canyon,Uintas,Natural,4',175'
6118,2/11/2014,Avalanche: Dutch Draw,Salt Lake,Snowboarder,"12""",
6119,2/11/2014,Avalanche: Highline,Salt Lake,Natural,,500'
6120,2/11/2014,Avalanche: Toledo Chutes,Salt Lake,Skier,,80'
6121,2/11/2014,Avalanche: 10420,Salt Lake,Natural,"12""",100'
6122,2/11/2014,Avalanche: Lake Mary,Salt Lake,Snowboarder,4',60'
6123,2/10/2014,Avalanche: West Monitor,Salt Lake,Skier,6',"1,000'"
6124,2/10/2014,Avalanche: Grizzly Gulch,Salt Lake,Skier,"12""",60'
6125,2/10/2014,Avalanche: Big Drift/Skyline Summit,Skyline,Unknown,,
6126,2/10/2014,Avalanche: GE Hill/Skyline Summit,Skyline,,,
6127,2/10/2014,Avalanche: Sound of Music,Salt Lake,Unknown,,
6128,2/10/2014,Avalanche: Uintas,Uintas,Natural,3',250'
6129,2/10/2014,Avalanche: Skyline,Skyline,Natural,4',500'
6130,2/10/2014,Avalanche: East Banks,Logan,Natural,2',
6131,2/10/2014,Avalanche: Upper Weber Canyon,Uintas,Natural,3',250'
6132,2/10/2014,Avalanche: Cascade Ridge,Provo,Natural,,
6133,2/10/2014,Avalanche: Eccles Canyon,Skyline,Natural,3',"2,500'"
6134,2/10/2014,Avalanche: Uintas Lake Creek Avalanche Cycle,Uintas,Natural,4',300'
6135,2/10/2014,Avalanche: La Sal Mountains,Moab,Natural,3',100'
6136,2/10/2014,Avalanche: Grizzly Gulch,Salt Lake,Snowboarder,"6""",30'
6137,2/9/2014,Avalanche: North Fork,Skyline,Natural,,
6138,2/9/2014,Avalanche: Cutler Ridge,Ogden,Unknown,4',100'
6139,2/9/2014,Avalanche: Natural Avalanche Cycle in Logan Canyon,Logan,Natural,,
6140,2/9/2014,Avalanche: Blue Slide Fork,Skyline,Natural,,
6141,2/9/2014,Avalanche: Cutler Ridge,Ogden,Natural,,300'
6142,2/9/2014,Avalanche: Upper Mill Creek,Salt Lake,Skier,2',50'
6143,2/9/2014,Avalanche: Pleasant Creek,Skyline,Natural,,
6144,2/9/2014,Avalanche: Scotts Peak,Salt Lake,Natural,"2""",25'
6145,2/9/2014,Avalanche: Chute Camp Site,Skyline,Natural,,
6146,2/9/2014,Avalanche: West Willow,Salt Lake,,,
6147,2/9/2014,Avalanche: Bridalveil Falls,Provo,Natural,,
6148,2/9/2014,Avalanche: Seeley Canyon,Skyline,Natural,,
6149,2/9/2014,Avalanche: Meadows,Salt Lake,,,
6150,2/9/2014,Avalanche: Bridalveil Falls,Provo,Natural,,
6151,2/9/2014,Avalanche: West Willow,Salt Lake,,,
6152,2/9/2014,Avalanche: Seeley Canyon,Skyline,Natural,,
6153,2/9/2014,Avalanche: Meadows,Salt Lake,,,
6154,2/9/2014,Avalanche: South Fork Birch Creek,Skyline,Natural,,
6155,2/9/2014,Avalanche: Dougs Drop,Salt Lake,,,
6156,2/9/2014,Avalanche: Powder Mountain Backcountry,Ogden,Natural,,"1,500'"
6157,2/9/2014,Accident: Huntington Reservior,Skyline,Snowmobiler,4',300'
6158,2/9/2014,Avalanche: Chokecherry Ridge,Skyline,Natural,,
6159,2/9/2014,Avalanche: Wood Camp,Logan,Natural,,
6160,2/9/2014,Avalanche: Horsehead Peak,Abajos,Natural,3',600'
6161,2/9/2014,Avalanche: South Squaretop,Salt Lake,Skier,2',80'
6162,2/9/2014,Avalanche: West Desolation Ridge,Salt Lake,Unknown,,
6163,2/9/2014,Avalanche: Geertsen Canyon,Ogden,Natural,,500'
6164,2/9/2014,Avalanche: Timpanogos,Provo,Natural,6',800'
6165,2/9/2014,Avalanche: Ben Lomond,Ogden,Natural,,
6166,2/9/2014,Avalanche: Little Water Peak,Salt Lake,Natural,"16""",150'
6167,2/9/2014,Avalanche: Chilly Peak Slabs,Ogden,Natural,,
6168,2/9/2014,Avalanche: Cutler Ridge,Ogden,Skier,3',
6169,2/9/2014,Avalanche: West Desolation Ridge,Salt Lake,,5',
6170,2/8/2014,Avalanche: Scotts Bowl,Salt Lake,Natural,,150'
6171,2/8/2014,Avalanche: Lost Creek,Provo,,,
6172,2/8/2014,Avalanche: Snake Creek,Salt Lake,Skier,2',50'
6173,2/8/2014,Avalanche: Red Rocks Chutes,Salt Lake,Skier,2',350'
6174,2/8/2014,Accident: Tibble Fork,Provo,Snowshoer,"18""",250'
6175,2/8/2014,Avalanche: Upper Mill Creek,Salt Lake,Natural,,500'
6176,2/8/2014,Avalanche: Tri-county Peak,Salt Lake,Snowmobiler,3',300'
6177,2/8/2014,Avalanche: Elk Point,Provo,Natural,,
6178,2/8/2014,Avalanche: Snake Creek,Salt Lake,Natural,,
6179,2/8/2014,Avalanche: Elk Point,Provo,Natural,,
6180,2/8/2014,Avalanche: Lookout Peak,Salt Lake,Skier,2',125'
6181,2/8/2014,Avalanche: North Fork Provo R.,Provo,Natural,,
6182,2/8/2014,Avalanche: White Pine,Salt Lake,Skier,2',80'
6183,2/8/2014,Avalanche: Little Mountain,Logan,Natural,,200'
6184,2/8/2014,Avalanche: La Sal Mountains,Moab,Natural,2',450'
6185,2/8/2014,Avalanche: Summit Park,Salt Lake,Skier,"14""",80'
6186,2/8/2014,Avalanche: Electric Lake,Skyline,Natural,3',250'
6187,2/8/2014,Avalanche: Hanks Canyon,Provo,Natural,,175'
6188,2/8/2014,Avalanche: East Faces-Wellsville Range,Logan,Natural,,
6189,2/8/2014,Avalanche: Hanks Canyon,Provo,Natural,,700'
6190,2/8/2014,Avalanche: Doughnut Falls,Salt Lake,Natural,"8""",40'
6191,2/8/2014,Avalanche: Box Elder,Provo,Unknown,"18""",
6192,2/8/2014,Avalanche: Hanks Canyon,Provo,Natural,,100'
6193,2/7/2014,Avalanche: Grizzly Gulch,Salt Lake,Natural,"8""",100'
6194,2/7/2014,Avalanche: Scotts Peak,Salt Lake,Natural,"16""",70'
6195,2/7/2014,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"20""",100'
6196,2/6/2014,Avalanche: Monte Cristo,Salt Lake,Skier,"10""",40'
6197,2/6/2014,Avalanche: Argenta,Salt Lake,Skier,"9""",50'
6198,2/5/2014,Avalanche: Superior,Salt Lake,Skier,,
